Generator,name,carrier,bus,p_nom_min,p_nom,p_nom_extendable,efficiency,marginal_cost,capital_cost,build_year,lifetime,source,p_nom_max,p_max_pu,min_up_time,min_down_time,up_time_before,down_time_before,weight,control,type,p_min_pu,p_set,q_set,sign,committable,start_up_cost,shut_down_cost,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,p_nom_opt,country,bidding_zone,p_set_before_scaling
6555 solar,,solar,6555,4.76368576460255,4.76368576460255,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,410.638126453234,1.0,0.0,0.0,1.0,0.0,45.8856568091706,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,0.0
6556 solar,,solar,6556,6.44942106617416,6.44942106617416,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,555.951486767041,1.0,0.0,0.0,1.0,0.0,61.1542406613533,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,6.44942106617416
6567 solar,,solar,6567,18.5870198820962,18.5870198820962,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1602.23394192958,1.0,0.0,0.0,1.0,0.0,168.18515763955,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,18.5870198820962
6569 solar,,solar,6569,16.1403249064749,16.1403249064749,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1391.32451371807,1.0,0.0,0.0,1.0,0.0,146.227328631254,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,16.1403249064749
6573 solar,,solar,6573,10.4412336207554,10.4412336207554,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,900.052779246503,1.0,0.0,0.0,1.0,0.0,93.5196649344006,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,10.4412336207554
6617 solar,,solar,6617,3.20465291918825,3.20465291918825,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,276.246741640009,1.0,0.0,0.0,1.0,0.0,30.0367831800109,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,0.0
6618 solar,,solar,6618,7.45369965568364,7.45369965568364,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,642.522074923306,1.0,0.0,0.0,1.0,0.0,69.7551494131776,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,7.45369965568364
6619 solar,,solar,6619,15.2494850893235,15.2494850893235,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1314.53254809279,1.0,0.0,0.0,1.0,0.0,136.850898879891,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,15.2494850893235
6621 solar,,solar,6621,17.2430171517081,17.2430171517081,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1486.37853281431,1.0,0.0,0.0,1.0,0.0,161.981490796833,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,17.2430171517081
6778 solar,,solar,6778,12.0526215212566,12.0526215212566,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1038.95726227686,1.0,0.0,0.0,1.0,0.0,103.398216185177,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,12.0526215212566
6779 solar,,solar,6779,18.7427798864926,18.7427798864926,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1615.66072940934,1.0,0.0,0.0,1.0,0.0,82.828676056014,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,18.7427798864926
6780 solar,,solar,6780,13.2086096113647,13.2086096113647,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1138.60547733159,1.0,0.0,0.0,1.0,0.0,108.462550393508,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,13.2086096113647
6781 solar,,solar,6781,35.115184399232,35.115184399232,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,3026.99091508264,1.0,0.0,0.0,1.0,0.0,299.173403040348,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,35.115184399232
6782 solar,,solar,6782,1.9897647082485,1.9897647082485,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,171.52123214116,1.0,0.0,0.0,1.0,0.0,16.1924249246856,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,0.0
6784 solar,,solar,6784,1.62521400787777,1.62521400787777,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,140.096317905671,1.0,0.0,0.0,1.0,0.0,13.8181286882769,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,0.0
6785 solar,,solar,6785,1.69734097065426,1.69734097065426,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,146.313789486475,1.0,0.0,0.0,1.0,0.0,14.2377205809221,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,0.0
6787 solar,,solar,6787,8.5578568281088,8.5578568281088,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,737.702373330835,1.0,0.0,0.0,1.0,0.0,2.39099308298852,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,8.5578568281088
6788 solar,,solar,6788,10.3593217262856,10.3593217262856,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,892.991829271744,1.0,0.0,0.0,1.0,0.0,17.8803450694907,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,10.3593217262856
6789 solar,,solar,6789,7.85864996033427,7.85864996033427,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,677.429506400847,1.0,0.0,0.0,1.0,0.0,65.1505021852037,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,7.85864996033427
6790 solar,,solar,6790,13.2319700743476,13.2319700743476,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1140.61919049958,1.0,0.0,0.0,1.0,0.0,37.8101966663471,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,13.2319700743476
6810 solar,,solar,6810,14.6992881155791,14.6992881155791,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1267.10459720705,1.0,0.0,0.0,1.0,0.0,130.285335530816,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,14.6992881155791
6811 solar,,solar,6811,12.1053226385004,12.1053226385004,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1043.50019166314,1.0,0.0,0.0,1.0,0.0,109.45930363955,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,12.1053226385004
6911 solar,,solar,6911,10.6979623836114,10.6979623836114,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,922.18325203486,1.0,0.0,0.0,1.0,0.0,71.6775499822627,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,FI,FI,10.6979623836114
6356 solar,,solar,6356,1.83223331761239,1.83223331761239,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1212.98024002389,1.0,0.0,0.0,1.0,0.0,117.541838515844,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6362 solar,,solar,6362,1.72690732569389,1.72690732569389,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1143.25203143278,1.0,0.0,0.0,1.0,0.0,109.212573185495,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6365 solar,,solar,6365,0.899376047459574,0.899376047459574,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,595.407453533731,1.0,0.0,0.0,1.0,0.0,63.1260617973705,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6372 solar,,solar,6372,0.896954496085819,0.896954496085819,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,593.804331301244,1.0,0.0,0.0,1.0,0.0,63.8482402402843,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6626 solar,,solar,6626,2.47692664178343,2.47692664178343,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1639.78192274508,1.0,0.0,0.0,1.0,0.0,172.651375310757,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6629 solar,,solar,6629,0.522215836515403,0.522215836515403,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,345.718792815193,1.0,0.0,0.0,1.0,0.0,37.5483202986582,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6647 solar,,solar,6647,6.16321035551737,6.16321035551737,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,4080.18580630063,1.0,0.0,0.0,1.0,0.0,321.691039672277,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,6.16321035551737
6655 solar,,solar,6655,7.56097879698362,7.56097879698362,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,5005.54039041929,1.0,0.0,0.0,1.0,0.0,417.683665432712,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,7.56097879698362
6660 solar,,solar,6660,13.0058429485696,13.0058429485696,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,8610.16462795619,1.0,0.0,0.0,1.0,0.0,704.60735418176,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,13.0058429485696
6672 solar,,solar,6672,11.2133322551218,11.2133322551218,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,7423.48167099682,1.0,0.0,0.0,1.0,0.0,629.748123569591,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,11.2133322551218
6674 solar,,solar,6674,1.68750650987344,1.68750650987344,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1117.16779283084,1.0,0.0,0.0,1.0,0.0,94.7806399762022,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6688 solar,,solar,6688,0.325014977102425,0.325014977102425,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,215.167326752247,1.0,0.0,0.0,1.0,0.0,21.5371250988152,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6689 solar,,solar,6689,1.2106338332884,1.2106338332884,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,801.467205932482,1.0,0.0,0.0,1.0,0.0,79.9653527193348,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6694 solar,,solar,6694,11.4262940835856,11.4262940835856,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,7564.46725799762,1.0,0.0,0.0,1.0,0.0,614.010583392527,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,11.4262940835856
6716 solar,,solar,6716,2.58468425060292,2.58468425060292,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1711.11991717725,1.0,0.0,0.0,1.0,0.0,166.37663248208,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,0.0
6718 solar,,solar,6718,5.27357785435398,5.27357785435398,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,3491.22880261487,1.0,0.0,0.0,1.0,0.0,334.789212937986,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,5.27357785435398
6719 solar,,solar,6719,0.481017417973185,0.481017417973185,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,318.444500217422,1.0,0.0,0.0,1.0,0.0,33.5669978058278,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6720 solar,,solar,6720,0.975147793909991,0.975147793909991,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,645.570077645504,1.0,0.0,0.0,1.0,0.0,67.9011948676946,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6721 solar,,solar,6721,3.21394624044265,3.21394624044265,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2127.70570466219,1.0,0.0,0.0,1.0,0.0,213.586187173861,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6726 solar,,solar,6726,0.286066656847384,0.286066656847384,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,189.382650533691,1.0,0.0,0.0,1.0,0.0,20.9034250327255,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6728 solar,,solar,6728,0.280487578774415,0.280487578774415,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,185.689173619473,1.0,0.0,0.0,1.0,0.0,20.5559753313775,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6729 solar,,solar,6729,0.187832556744157,0.187832556744157,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,124.349436053661,1.0,0.0,0.0,1.0,0.0,14.5498415843948,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6731 solar,,solar,6731,0.307318587913214,0.307318587913214,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,203.451913545889,1.0,0.0,0.0,1.0,0.0,21.4228728492805,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6732 solar,,solar,6732,0.624890195722869,0.624890195722869,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,413.691560081571,1.0,0.0,0.0,1.0,0.0,44.2091158514594,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6733 solar,,solar,6733,0.588597397450955,0.588597397450955,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,389.664899974565,1.0,0.0,0.0,1.0,0.0,42.0723559651111,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6735 solar,,solar,6735,1.11200696108691,1.11200696108691,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,736.173967366304,1.0,0.0,0.0,1.0,0.0,78.0498737742338,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6737 solar,,solar,6737,0.651560503829564,0.651560503829564,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,431.347912259975,1.0,0.0,0.0,1.0,0.0,46.2159338835495,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6738 solar,,solar,6738,1.12419921173864,1.12419921173864,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,744.245515339917,1.0,0.0,0.0,1.0,0.0,85.4224960252754,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6739 solar,,solar,6739,0.602792058151889,0.602792058151889,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,399.06208906537,1.0,0.0,0.0,1.0,0.0,44.3127538989328,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6741 solar,,solar,6741,1.61500666726947,1.61500666726947,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1069.17124368062,1.0,0.0,0.0,1.0,0.0,115.839349198762,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_1,0.0
6744 solar,,solar,6744,0.862897499280595,0.862897499280595,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,571.257822752253,1.0,0.0,0.0,1.0,0.0,47.7804701573864,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,0.0
6746 solar,,solar,6746,0.201122940186231,0.201122940186231,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,133.147972977214,1.0,0.0,0.0,1.0,0.0,12.0768432944294,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,0.0
6747 solar,,solar,6747,1.03069501918193,1.03069501918193,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,682.343607520409,1.0,0.0,0.0,1.0,0.0,56.9170267747296,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,0.0
6748 solar,,solar,6748,0.162638045368351,0.162638045368351,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,107.670094966395,1.0,0.0,0.0,1.0,0.0,9.69276148333032,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_5,0.0
6749 solar,,solar,6749,0.0,0.0,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,16.4562832224176,1.0,0.0,0.0,1.0,0.0,1.53538256740877,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6752 solar,,solar,6752,0.504120063178684,0.504120063178684,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,333.738978195298,1.0,0.0,0.0,1.0,0.0,33.0105704482383,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6754 solar,,solar,6754,0.126164082168571,0.126164082168571,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,83.5234995457071,1.0,0.0,0.0,1.0,0.0,8.73571056017219,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_2,0.0
6812 solar,,solar,6812,1.68412719208136,1.68412719208136,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1114.93060738773,1.0,0.0,0.0,1.0,0.0,88.9941494310589,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6813 solar,,solar,6813,1.25702473607098,1.25702473607098,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,832.179041511078,1.0,0.0,0.0,1.0,0.0,66.5988217045116,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6855 solar,,solar,6855,0.216130103185576,0.216130103185576,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,143.083057118541,1.0,0.0,0.0,1.0,0.0,11.9488335592068,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6856 solar,,solar,6856,2.94985719474218,2.94985719474218,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1952.87273390338,1.0,0.0,0.0,1.0,0.0,154.394570319512,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6857 solar,,solar,6857,2.4177880477134,2.4177880477134,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1600.63082482529,1.0,0.0,0.0,1.0,0.0,124.579327322892,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6858 solar,,solar,6858,2.38867087484596,2.38867087484596,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1581.35459237494,1.0,0.0,0.0,1.0,0.0,126.094200878276,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6859 solar,,solar,6859,9.53229460870169,9.53229460870169,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,6310.59641329341,1.0,0.0,0.0,1.0,0.0,525.19435722843,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,9.53229460870169
6865 solar,,solar,6865,4.2864503360915,4.2864503360915,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2837.72787425247,1.0,0.0,0.0,1.0,0.0,241.479069516031,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6867 solar,,solar,6867,2.41212626208693,2.41212626208693,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1596.88259362452,1.0,0.0,0.0,1.0,0.0,129.561169063794,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6868 solar,,solar,6868,3.01600854673515,3.01600854673515,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1996.66643749289,1.0,0.0,0.0,1.0,0.0,175.329291171324,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6870 solar,,solar,6870,1.37490999475978,1.37490999475978,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,910.221771116037,1.0,0.0,0.0,1.0,0.0,76.6644399441372,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6874 solar,,solar,6874,15.5955943295717,15.5955943295717,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,10324.6391010127,1.0,0.0,0.0,1.0,0.0,914.455240765107,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,15.5955943295717
6938 solar,,solar,6938,3.25095229286467,3.25095229286467,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2152.2045552822,1.0,0.0,0.0,1.0,0.0,159.776349836622,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,0.0
6940 solar,,solar,6940,10.1773963471281,10.1773963471281,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,6737.66847556549,1.0,0.0,0.0,1.0,0.0,269.288780851324,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_4,10.1773963471281
7061 solar,,solar,7061,7.37161454848422,7.37161454848422,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,4880.17693949369,1.0,0.0,0.0,1.0,0.0,431.851595957094,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,NO,NO_3,7.37161454848422
5671 solar,,solar,5671,20.9680971523833,20.9680971523833,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,973.579556978353,1.0,0.0,0.0,1.0,0.0,112.562144573833,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,20.9680971523833
5672 solar,,solar,5672,14.0688912193564,14.0688912193564,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,653.239289239025,1.0,0.0,0.0,1.0,0.0,76.063023176669,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,14.0688912193564
5673 solar,,solar,5673,24.6338131894489,24.6338131894489,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1143.78413822569,1.0,0.0,0.0,1.0,0.0,136.746674799342,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_4,24.6338131894489
6300 solar,,solar,6300,46.3108888560151,46.3108888560151,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2150.28260924421,1.0,0.0,0.0,1.0,0.0,254.90373293661,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,46.3108888560151
6305 solar,,solar,6305,27.0708529166249,27.0708529166249,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1256.93947324153,1.0,0.0,0.0,1.0,0.0,141.13797097452,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,27.0708529166249
6306 solar,,solar,6306,57.622945821907,57.622945821907,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2675.51803377176,1.0,0.0,0.0,1.0,0.0,301.941684933452,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,57.622945821907
6307 solar,,solar,6307,6.26331696106167,6.26331696106167,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,290.815008527005,1.0,0.0,0.0,1.0,0.0,31.8635277600445,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,6.26331696106167
6308 solar,,solar,6308,14.0546022728365,14.0546022728365,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,652.575832458877,1.0,0.0,0.0,1.0,0.0,73.8401144264203,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,14.0546022728365
6309 solar,,solar,6309,13.277477769094,13.277477769094,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,616.4928000038,1.0,0.0,0.0,1.0,0.0,68.1577592403042,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,13.277477769094
6311 solar,,solar,6311,11.9723776152103,11.9723776152103,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,555.895082414246,1.0,0.0,0.0,1.0,0.0,63.1037499582476,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,11.9723776152103
6313 solar,,solar,6313,7.00922436104618,7.00922436104618,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,325.448584990631,1.0,0.0,0.0,1.0,0.0,35.0180210158396,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,7.00922436104618
6314 solar,,solar,6314,60.1694738104262,60.1694738104262,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,2793.75706962121,1.0,0.0,0.0,1.0,0.0,309.489214546537,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,60.1694738104262
6315 solar,,solar,6315,30.8536565524435,30.8536565524435,1,1.0,0.01,35699.6111650204,0.0,Inf,profile_solar,1432.5806037233,1.0,0.0,0.0,1.0,0.0,160.338434688869,PQ,solar,0.0,0.0,0.0,1.0,0,0.0,0.0,,,1.0,1.0,0.0,SE,SE_3,30.8536565524435
